,@diffgr:id,@msdata:rowOrder,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
757,Table758,757,GURUPI,22160000,2,22,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,GURUPI-TO,-11.85170,-48.84580,234.00,22130000,RIO SANTO ANTÔNIO,RHN,Ativo
758,Table759,758,PCH MANUEL ALVES MONTANTE,22184100,2,22,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,DIANÓPOLIS-TO,-11.45560,-46.91890,411.00,22200000,RIO MANUEL ALVES,Setor Elétrico,Ativo
759,Table760,759,PCH MANUEL ALVES BARRAMENTO,22184200,2,22,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,DIANÓPOLIS-TO,-11.54690,-46.98810,393.00,22200000,RIO MANUEL ALVES,Setor Elétrico,Ativo
760,Table761,760,PCH MANUEL ALVES JUSANTE,22184210,2,22,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,01087 - MANUEL ALVES - Central Geradora Hidrelétrica Manuel Alves Ltda.,DIANÓPOLIS-TO,-11.54670,-46.99470,359.00,22200000,RIO MANUEL ALVES,Setor Elétrico,Ativo
761,Table762,761,RIO MANUEL ALVES - PORTO ALEGRE DO TO,22186000,2,22,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,PORTO ALEGRE DO TOCANTINS-TO,-11.82530,-47.18640,0.00,22200000,RIO MANUEL ALVES,RHN,Ativo
762,Table763,762,PCH DIANÓPOLIS MONTANTE,22199000,2,22,00365 - TOCANTINS - Tocantins Energética S.A.,00365 - TOCANTINS - Tocantins Energética S.A.,DIANÓPOLIS-TO,-11.46920,-46.81360,522.00,22210000,RIO MANOEL ALVINHO,Setor Elétrico,Ativo
763,Table764,763,PCH DIANÓPOLIS BARRAMENTO,22199500,2,22,00365 - TOCANTINS - Tocantins Energética S.A.,00365 - TOCANTINS - Tocantins Energética S.A.,DIANÓPOLIS-TO,-11.46860,-46.81580,521.13,22210000,RIO MANOEL ALVINHO,Setor Elétrico,Ativo
764,Table765,764,PORTO JERÔNIMO - FAZ. PIRACICABA,22220000,2,22,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,NATIVIDADE-TO,-11.75860,-47.83670,282.00,22200000,RIO MANUEL ALVES,RHN,Ativo
765,Table766,765,UHE LUÍS EDUARDO MAGALHÃES JERÔNIMO,22220001,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,CHAPADA DA NATIVIDADE-TO,-11.75780,-47.83580,285.00,22200000,RIO MANUEL ALVES,Setor Elétrico,Ativo
766,Table767,766,PCH AGRO TRAFO RIO BAGAGEM,22225080,2,22,00640 - SOCIBE - Socibe Energia S.A,00640 - SOCIBE - Socibe Energia S.A,NATIVIDADE-TO,-11.36940,-47.57580,397.00,22255000,RIO BAGAGEM,Setor Elétrico,Ativo
767,Table768,767,RIO DO PEIXE - ALMAS - TO,22241000,2,22,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,ALMAS-TO,-11.66670,-47.43920,333.00,22240000,RIO DO PEIXE,RHN,Ativo
768,Table769,768,FAZENDA LOBEIRA,22250000,2,22,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,SÃO VALÉRIO DA NATIVIDADE-TO,-11.53280,-48.28860,230.00,22200000,RIO MANUEL ALVES,RHN,Ativo
769,Table770,769,UHE LUÍS EDUARDO MAGALHÃES IPUEIRAS,22281000,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,IPUEIRAS-TO,-11.24670,-48.45860,216.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
770,Table771,770,UHE LUÍS EDUARDO MAGALHÃES JURUPARY,22300000,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,IPUEIRAS-CE,-11.15190,-48.51580,218.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
771,Table772,771,UHE LUÍS EDUARDO MAGALHÃES AREIAS,22320000,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,PORTO NACIONAL-TO,-10.89500,-48.34830,675.00,22330000,RIO AREIAS,Setor Elétrico,Ativo
772,Table773,772,UHE LUÍS EDUARDO MAGALHÃES MANGUES,22360000,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,PORTO NACIONAL-TO,-10.34830,-48.63690,202.40,22420000,RIO DOS MANGUES,Setor Elétrico,Ativo
773,Table774,773,PCH LAGEADO MONTANTE,22490100,2,22,00683 - ALVORADA - Alvorada Energia S.A,00683 - ALVORADA - Alvorada Energia S.A,LAJEADO-TO,-9.85190,-48.28360,352.00,22527000,RIO LAJEADO,Setor Elétrico,Ativo
774,Table775,774,PCH LAGEADO BARRAMENTO,22490200,2,22,00683 - ALVORADA - Alvorada Energia S.A,00683 - ALVORADA - Alvorada Energia S.A,LAJEADO-TO,-9.83560,-48.29390,337.00,22527000,RIO LAJEADO,Setor Elétrico,Ativo
775,Table776,775,PCH LAGEADO JUSANTE,22490300,2,22,00683 - ALVORADA - Alvorada Energia S.A,00683 - ALVORADA - Alvorada Energia S.A,LAJEADO-TO,-9.83190,-48.29250,245.00,22527000,RIO LAJEADO,Setor Elétrico,Ativo
776,Table777,776,UHE LUÍS EDUARDO MAGALHÃES BARRAMENTO,22490500,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,MIRACEMA DO TOCANTINS-TO,-9.76030,-48.36970,178.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
777,Table778,777,UHE LUÍS EDUARDO MAGALHÃES JUSANTE,22491000,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,MIRACEMA DO TOCANTINS-TO,-9.74420,-48.36250,178.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
778,Table779,778,UHE LUÍS EDUARDO MAGALHÃES LUCENA,22491200,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,MIRACEMA DO TOCANTINS-TO,-9.69170,-48.36890,0.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
779,Table780,779,UHE LUÍS EDUARDO MAGALHÃES TOCANTÍNIA,22491400,2,22,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,00807 - CONS.LUISMAGA - Consórcio UHE Luis Eduardo Magalhães,TOCANTÍNIA-TO,-9.56690,-48.37920,0.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
780,Table781,780,RIO PROVIDÊNCIA,22511000,2,22,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,00258 - SEMARH-TO - Secretaria do Meio Ambiente e Recursos Hídric...,MIRANORTE-TO,-9.52920,-48.60690,370.00,22450000,RIO PROVIDÊNCIA,RHN,Ativo
781,Table782,781,RIO NOVO,22670000,2,22,00390 - SEMADES-TO - Secretaria do Meio Ambiente e Desenvolvimento...,00390 - SEMADES-TO - Secretaria do Meio Ambiente e Desenvolvimento...,MATEIROS-TO,-10.54860,-46.75890,388.00,22510000,RIO NOVO,RHN,Ativo
782,Table783,782,JATOBÁ (FAZENDA BOA NOVA),22680000,2,22,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,NOVO ACORDO-TO,-9.99530,-47.47250,200.00,22500000,RIO DO SONO,RHN,Ativo
783,Table784,783,UHE ESTREITO RIO DO SONO 2,22685000,2,22,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,NOVO ACORDO-TO,-9.99110,-47.47970,197.00,22500000,RIO DO SONO,Setor Elétrico,Ativo
784,Table785,784,UHE ISAMU IKEDA MONTANTE 2,22735000,2,22,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,PINDORAMA DO TOCANTINS-TO,-11.01690,-47.48390,342.00,22540000,RIO DAS BALSAS,Setor Elétrico,Ativo
785,Table786,785,UHE ISAMU IKEDA MONTANTE 1,22735050,2,22,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,MONTE DO CARMO-TO,-10.83530,-47.76750,278.50,22540000,RIO DAS BALSAS,Setor Elétrico,Ativo
786,Table787,786,UHE ISAMU IKEDA RIO PONTE ALTA,22735060,2,22,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,MONTE DO CARMO-TO,-10.75060,-47.68030,293.20,22545000,RIO PONTE ALTA,Setor Elétrico,Ativo
787,Table788,787,UHE ISAMU IKEDA BARRAMENTO,22735070,2,22,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,PONTE ALTA DO TOCANTINS-TO,-10.69860,-47.79500,267.00,22540000,RIO DAS BALSAS,Setor Elétrico,Ativo
788,Table789,788,UHE ISAMU IKEDA JUSANTE,22735080,2,22,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,00573 - ISAMU IKEDA - Isamu Ikeda Energia S.A,PONTE ALTA DO TOCANTINS-TO,-10.69420,-47.79220,248.00,22540000,RIO DAS BALSAS,Setor Elétrico,Ativo
789,Table790,789,UHE ESTREITO RIO DAS BALSAS,22738000,2,22,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,APARECIDA DO RIO NEGRO-TO,-10.00170,-47.82720,190.00,22540000,RIO DAS BALSAS,Setor Elétrico,Ativo
790,Table791,790,RIO BALSAS,22741000,2,22,00390 - SEMADES-TO - Secretaria do Meio Ambiente e Desenvolvimento...,00390 - SEMADES-TO - Secretaria do Meio Ambiente e Desenvolvimento...,NOVO ACORDO-TO,-9.99190,-47.81970,0.00,22540000,RIO DAS BALSAS,RHN,Ativo
791,Table792,791,PORTO REAL,22900000,2,22,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,PEDRO AFONSO-TO,-9.30690,-47.92920,200.00,22500000,RIO DO SONO,RHN,Ativo
792,Table793,792,UHE ESTREITO RIO DO SONO 1,22910000,2,22,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,PEDRO AFONSO-TO,-9.30860,-47.93140,175.00,22500000,RIO DO SONO,Setor Elétrico,Ativo
793,Table794,793,TUPIRATINS,23100000,2,23,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,TUPIRATINS-TO,-8.39170,-48.11140,125.00,20001000,RIO TOCANTINS,RHN,Ativo
794,Table795,794,UHE ESTREITO MONTANTE 2,23100100,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,TUPIRATINS-TO,-8.39170,-48.11140,170.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
795,Table796,795,UHE ESTREITO RIO MANOEL ALVES PEQUENO,23150100,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,ITACAJÁ-TO,-8.39140,-47.76580,180.00,23300000,RIO MANUEL ALVES PEQUENO,Setor Elétrico,Ativo
796,Table797,796,UHE ESTREITO RIO MANOEL ALVES GRANDE,23249000,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,GOIATINS -TO,-7.70860,-47.31080,169.00,23500000,RIO MANUEL ALVES GRANDE,Setor Elétrico,Ativo
797,Table798,797,GOIATINS,23250000,2,23,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,GOIATINS -TO,-7.70780,-47.31170,189.00,23500000,RIO MANUEL ALVES GRANDE,RHN,Ativo
798,Table799,798,UHE ESTREITO MONTANTE 1,23310000,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,CAROLINA-MA,-7.33030,-47.47690,154.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
799,Table800,799,NOVA SANTA ROSA,23453080,6,64,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,NOVA SANTA ROSA-PR,-24.46810,-53.95060,0.00,0,,RHN,Ativo
800,Table801,800,UHE ESTREITO RIO FARINHA,23466000,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,CAROLINA-MA,-6.99530,-47.16530,191.00,23700000,RIO FARINHA,Setor Elétrico,Ativo
801,Table802,801,UHE ESTREITO BARRAMENTO,23490000,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,ESTREITO-MA,-6.59220,-47.46640,290.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
802,Table803,802,UHE ESTREITO JUSANTE,23495000,2,23,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,00791 - CONS.CESTE - Consórcio Estreito Energia - CESTE,TOCANTINÓPOLIS-TO,-6.28890,-47.39170,132.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
803,Table804,803,DESCARRETO,23700000,2,23,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ITAGUATINS-TO,-5.78940,-47.46890,114.10,20001000,RIO TOCANTINS,RHN,Ativo
804,Table805,804,UHE TUCURUÍ MONTANTE 2,23790000,2,23,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,IMPERATRIZ-MA,-5.55810,-47.48310,0.00,20001000,RIO TOCANTINS,Setor Elétrico,Ativo
805,Table806,805,PCH ALTO ARAGUAIA MONTANTE 2,24035000,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,ALTO ARAGUAIA-MT,-17.33220,-53.20500,677.00,24001000,RIO ARAGUAIA,Setor Elétrico,Ativo
806,Table807,806,PCH ALTO ARAGUAIA MONTANTE 1,24051000,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,ALTO ARAGUAIA-MT,-17.30110,-53.21720,655.00,24001000,RIO ARAGUAIA,Setor Elétrico,Ativo
807,Table808,807,PCH ALTO ARAGUAIA JUSANTE,24055000,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,ALTO ARAGUAIA-MT,-17.29670,-53.21720,647.00,24001000,RIO ARAGUAIA,Setor Elétrico,Ativo
808,Table809,808,PCH SÃO DOMINGOS MONTANTE 2,24179090,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,RIBEIRÃOZINHO-MT,-16.33750,-52.74500,467.00,24420000,RIO SÃO DOMINGOS,Setor Elétrico,Ativo
809,Table810,809,PCH SÃO DOMINGOS MONTANTE 1,24180050,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PARANATINGA-MT,-16.30560,-52.70970,400.00,24420000,RIO SÃO DOMINGOS,Setor Elétrico,Ativo
810,Table811,810,PCH SÃO DOMINGOS BARRAMENTO,24180070,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,RIBEIRÃOZINHO-MT,-16.29940,-52.70470,370.00,24420000,RIO SÃO DOMINGOS,Setor Elétrico,Ativo
811,Table812,811,PCH SÃO DOMINGOS JUSANTE,24180080,2,24,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,RIBEIRÃOZINHO-MT,-16.29860,-52.70280,363.00,24420000,RIO SÃO DOMINGOS,Setor Elétrico,Ativo
812,Table813,812,CGH DIAMANTINO JUSANTE,24210100,2,24,01135 - DIAMANTINO - Diamantino Energia Ltda,01135 - DIAMANTINO - Diamantino Energia Ltda,MINEIROS-GO,-17.33060,-52.80250,637.00,24210000,RIO DIAMANTINO,Setor Elétrico,Ativo
813,Table814,813,TESOURO,24500000,2,24,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,TESOURO-MT,-16.07780,-53.54810,391.00,24700000,RIO DAS GARÇAS,RHN,Ativo
814,Table815,814,CÓRREGO FUNDO (EMASA),24653000,2,24,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,BARRA DO GARÇAS-MT,-15.89940,-52.27640,294.00,24769500,CÓRREGO FUNDO,RHN,Ativo
815,Table816,815,BARRA DO GARÇAS,24700000,2,24,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ARAGARÇAS-GO,-15.89140,-52.22780,0.00,24001000,RIO ARAGUAIA,RHN,Ativo
816,Table817,816,SÍTIO ADRIANA,24710000,2,24,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,BARRA DO GARÇAS-MT,-16.10250,-52.48360,0.00,24500000,RIO DIAMANTINO,RHN,Ativo
817,Table818,817,PCH TAMBORIL MONTANTE 2,24720000,2,24,01027 - TAMBORIL - Tamboril Energética S.A.,01027 - TAMBORIL - Tamboril Energética S.A.,ARENÓPOLIS-GO,-16.76580,-51.63580,591.00,24830000,RIO BONITO,Setor Elétrico,Ativo
818,Table819,818,PCH TAMBORIL MONTANTE 1,24725000,2,24,01027 - TAMBORIL - Tamboril Energética S.A.,01027 - TAMBORIL - Tamboril Energética S.A.,ARENÓPOLIS-GO,-16.66310,-51.58440,580.00,24830000,RIO BONITO,Setor Elétrico,Ativo
819,Table820,819,PCH TAMBORIL BARRAMENTO,24730000,2,24,01027 - TAMBORIL - Tamboril Energética S.A.,01027 - TAMBORIL - Tamboril Energética S.A.,ARENÓPOLIS-GO,-16.53640,-51.47940,560.00,24830000,RIO BONITO,Setor Elétrico,Ativo
820,Table821,820,PCH TAMBORIL JUSANTE,24735000,2,24,01027 - TAMBORIL - Tamboril Energética S.A.,01027 - TAMBORIL - Tamboril Energética S.A.,ARENÓPOLIS-GO,-16.50720,-51.43640,495.00,24830000,RIO BONITO,Setor Elétrico,Ativo
821,Table822,821,PCH RÊNIC BARRAMENTO,24735080,2,24,01028 - CARNAÚBA - Carnaúba Geração de Energia S.A.,01028 - CARNAÚBA - Carnaúba Geração de Energia S.A.,ARENÓPOLIS-GO,-16.47500,-51.41670,484.00,24830000,RIO BONITO,Setor Elétrico,Ativo
822,Table823,822,PCH RÊNIC JUSANTE,24735100,2,24,01028 - CARNAÚBA - Carnaúba Geração de Energia S.A.,01028 - CARNAÚBA - Carnaúba Geração de Energia S.A.,ARENÓPOLIS-GO,-16.47500,-51.41330,456.00,24830000,RIO BONITO,Setor Elétrico,Ativo
823,Table824,823,PCH SANTO ANTÔNIO DO CAIAPÓ MONTANTE 2,24743000,2,24,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,IVOLÂNDIA-GO,-16.68470,-51.23250,469.15,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
824,Table825,824,PCH SANTO ANTÔNIO DO CAIAPÓ MONTANTE 1,24744000,2,24,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,IVOLÂNDIA-GO,-16.55500,-51.29280,460.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
825,Table826,825,PCH SANTO ANTÔNIO DO CAIAPÓ BARRAMENTO,24744900,2,24,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,IVOLÂNDIA-GO,-16.44140,-51.39690,454.33,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
826,Table827,826,PCH SANTO ANTÔNIO DO CAIAPÓ JUSANTE,24744920,2,24,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,00296 - RIALMA IV - Rialma Companhia Energética IV S/A,ARENÓPOLIS-GO,-16.43530,-51.39580,431.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
827,Table828,827,PCH MOSQUITÃO MONTANTE 2,24745000,2,24,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,ARENÓPOLIS-GO,-16.40330,-51.40330,521.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
828,Table829,828,PCH MOSQUITÃO MONTANTE 1,24747000,2,24,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,ARENÓPOLIS-GO,-16.36970,-51.41780,415.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
829,Table830,829,PCH MOSQUITÃO BARRAMENTO,24748000,2,24,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,ARENÓPOLIS-GO,-16.34190,-51.43970,409.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
830,Table831,830,PCH MOSQUITÃO JUSANTE,24748700,2,24,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,00510 - COMOSA - Concessionária Mosquitão S.A-COMOSA,ARENÓPOLIS-GO,-16.33060,-51.46000,368.00,24800000,RIO CAIAPÓ,Setor Elétrico,Ativo
831,Table832,831,PCH PIRANHAS MONTANTE,24760000,2,24,00323 - SERRA NEGRA - Serra Negra Energética S.A.,00323 - SERRA NEGRA - Serra Negra Energética S.A.,PIRANHAS-GO,-16.61640,-51.77000,0.00,24870000,RIO PIRANHAS,Setor Elétrico,Ativo
832,Table833,832,PCH PIRANHAS BARRAMENTO,24768000,2,24,00323 - SERRA NEGRA - Serra Negra Energética S.A.,00323 - SERRA NEGRA - Serra Negra Energética S.A.,PIRANHAS-GO,-16.59170,-51.80560,530.00,24870000,RIO PIRANHAS,Setor Elétrico,Ativo
833,Table834,833,PCH PIRANHAS JUSANTE,24770000,2,24,00323 - SERRA NEGRA - Serra Negra Energética S.A.,00323 - SERRA NEGRA - Serra Negra Energética S.A.,PIRANHAS-GO,-16.58640,-51.81560,0.00,24870000,RIO PIRANHAS,Setor Elétrico,Ativo
834,Table835,834,PERES,24800000,2,24,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ARAGARÇAS-GO,-15.88970,-51.85280,0.00,24800000,RIO CAIAPÓ,RHN,Ativo
835,Table836,835,ARAGUAIANA,24850000,2,24,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ARAGUAIANA-MT,-15.73810,-51.82810,278.00,24001000,RIO ARAGUAIA,RHN,Ativo
836,Table837,836,MONTES CLAROS DE GOIÁS,24950000,2,24,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,MONTES CLAROS DE GOIÁS-GO,-15.93970,-51.35750,0.00,24900000,RIO CLARO,RHN,Ativo
837,Table838,837,FAZENDA PACIÊNCIA,25090000,2,25,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,GOIÁS-GO,-15.91470,-50.12780,0.00,25200000,RIO VERMELHO,RHN,Ativo
838,Table839,838,BALNEÁRIO CACHOEIRA GRANDE,25100000,2,25,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,GOIÁS-GO,-15.92220,-50.17170,474.00,25200000,RIO VERMELHO,RHN,Ativo
839,Table840,839,TRAVESSÃO,25130000,2,25,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,MATRINCHÃ-GO,-15.53580,-50.70470,0.00,25200000,RIO VERMELHO,RHN,Ativo
840,Table841,840,ESTAÇÃO MARIA HELENA MONTANTE (PIVÔ 07),25131000,2,25,00955 - FERNANDO COSTA - Fernando Costa Faria & CIA LTDA.,00393 - APROVA - Aprova Agricultura Sustentável,JUSSARA-GO,-15.47330,-51.47610,275.50,25010000,RIBEIRÃO DA  ÁGUA LIMPA,RHN,Ativo
841,Table842,841,ESTAÇÃO MARIA HELENA JUSANTE (PIVÔ 10),25131100,2,25,00955 - FERNANDO COSTA - Fernando Costa Faria & CIA LTDA.,00393 - APROVA - Aprova Agricultura Sustentável,JUSSARA-GO,-15.44280,-51.48720,278.00,25010000,RIBEIRÃO DA  ÁGUA LIMPA,RHN,Ativo
842,Table843,842,ARUANÃ,25200000,2,25,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ARUANÃ -GO,-14.91280,-51.08140,237.00,24001000,RIO ARAGUAIA,RHN,Ativo
843,Table844,843,BANDEIRANTES,25700000,2,25,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,NOVA CRIXÁS-GO,-13.68970,-50.80000,276.20,24001000,RIO ARAGUAIA,RHN,Ativo
844,Table845,844,PCH PRIMAVERA MONTANTE 2,26033600,2,26,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,CAMPO VERDE-MT,-15.36610,-54.80000,613.00,26200000,RIO DAS MORTES,Setor Elétrico,Ativo
845,Table846,845,PCH PRIMAVERA MONTANTE 1,26033700,2,26,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,POXORÉO-MT,-15.40720,-54.43220,580.00,26200000,RIO DAS MORTES,Setor Elétrico,Ativo
846,Table847,846,PCH PRIMAVERA BARRAMENTO,26033750,2,26,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,POXORÉO-MT,-15.38000,-54.41360,590.00,26200000,RIO DAS MORTES,Setor Elétrico,Ativo
847,Table848,847,PCH PRIMAVERA JUSANTE,26033800,2,26,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PRIMAVERA DO LESTE-MT,-15.37170,-54.38360,576.00,26200000,RIO DAS MORTES,Setor Elétrico,Ativo
